(51522, 52288) - Event 0
(52293, 52490) - Event 1
(52498, 52776) - Event 2
(52782, 53063) - Event 3
(52476, 52498) - Event 4
(54525, 54964) - Event 5
(58125, 58440) - Event 7
(58444, 58485) - Event 8
(58491, 58553) - Event 9
(58560, 59008) - Event 10
(62230, 62821) - Event 11
(62948, 63083) - Event 12
(63649, 63859) - Event 13
(63942, 64211) - Event 14
(65990, 66253) - Event 15
(66546, 67077) - Event 16
(67084, 67124) - Event 17
(67131, 67140) - Event 18
(67156, 67169) - Event 19
(67182, 67186) - Event 20
(67196, 67290) - Event 21
(67321, 67929) - Event 22
(68120, 68141) - Event 23
(69824, 69920) - Event 24
(69926, 70084) - Event 25
(70092, 70164) - Event 26
(70175, 70200) - Event 27
(70213, 70436) - Event 28
(70446, 70626) - Event 29
(72289, 73395) - Event 30
(73588, 73633) - Event 31
(73643, 73657) - Event 32
(80209, 80621) - Event 33
(82494, 82518) - Event 34
(82550, 82588) - Event 35
(82603, 82764) - Event 36
(83115, 83470) - Event 37
(83509, 83617) - Event 38
(83628, 84138) - Event 39
(87732, 88079) - Event 40
(88089, 88200) - Event 41
(88211, 88248) - Event 42
(88465, 88521) - Event 43
(88543, 88697) - Event 44
(88714, 88752) - Event 45
(88767, 89188) - Event 46
(90687, 91804) - Event 47
(93547, 94319) - Event 48
(94376, 94687) - Event 49
(95489, 96440) - Event 50
(98014, 98175) - Event 51
(51492, 53079) - Uncertain
(54484, 55085) - Uncertain
(57870, 59045) - Uncertain
(61827, 64278) - Uncertain
(65621, 67310) - Uncertain
(66817, 68718) - Uncertain
(69654, 70649) - Uncertain
(71961, 73675) - Uncertain
(73754, 74496) - Uncertain
(79972, 80669) - Uncertain
(82436, 82936) - Uncertain
(83022, 83058) - Uncertain
(83261, 83277) - Uncertain
(82880, 84144) - Uncertain
(87534, 88276) - Uncertain
(88453, 89210) - Uncertain
(90654, 91973) - Uncertain
(93511, 94928) - Uncertain
(95056, 96500) - Uncertain
(97946, 98320) - Uncertain
(99764, 99999) - Uncertain
