(879, 1854) - Event 0
(3607, 4374) - Event 1
(11954, 12606) - Event 2
(12613, 12697) - Event 3
(12703, 12729) - Event 4
(12739, 14044) - Event 5
(18987, 19738) - Event 6
(20320, 21043) - Event 7
(22963, 23991) - Event 8
(25644, 25774) - Event 9
(25792, 25869) - Event 10
(25885, 26713) - Event 11
(29703, 30316) - Event 12
(35181, 35387) - Event 13
(35450, 35572) - Event 14
(40398, 41202) - Event 15
(45108, 45593) - Event 16
(45598, 45845) - Event 17
(45850, 45905) - Event 18
(46286, 47357) - Event 19
(47507, 48251) - Event 20
(612, 1877) - Uncertain
(1878, 2159) - Uncertain
(3349, 4378) - Uncertain
(11923, 12756) - Uncertain
(12734, 14576) - Uncertain
(18973, 19858) - Uncertain
(20310, 21247) - Uncertain
(22662, 24012) - Uncertain
(25258, 26752) - Uncertain
(29666, 30319) - Uncertain
(34994, 35746) - Uncertain
(40359, 41261) - Uncertain
(44853, 45970) - Uncertain
(46262, 48256) - Uncertain
