(100346, 100786) - Event 0
(103062, 103892) - Event 1
(108191, 108428) - Event 2
(115108, 115138) - Event 3
(115171, 115191) - Event 4
(115232, 115250) - Event 5
(115349, 115570) - Event 6
(115686, 115722) - Event 7
(115732, 116007) - Event 8
(118601, 119551) - Event 9
(119778, 120545) - Event 10
(121727, 121864) - Event 11
(121926, 122508) - Event 12
(127616, 127744) - Event 13
(127764, 128029) - Event 14
(128042, 128402) - Event 15
(128417, 128554) - Event 16
(134337, 134860) - Event 17
(139020, 139698) - Event 18
(142097, 142771) - Event 19
(147749, 148289) - Event 20
(148840, 149471) - Event 21
(149482, 149818) - Event 22
(157051, 157537) - Event 23
(158409, 159122) - Event 24
(160087, 160221) - Event 25
(160243, 160335) - Event 26
(160335, 160412) - Event 27
(160430, 160469) - Event 28
(160488, 160673) - Event 29
(160696, 160706) - Event 30
(160721, 160737) - Event 31
(160759, 160790) - Event 32
(160084, 160219) - Event 33
(160246, 160310) - Event 34
(160338, 160414) - Event 35
(160430, 160471) - Event 36
(160490, 160550) - Event 37
(160443, 160485) - Event 38
(160517, 160604) - Event 39
(160632, 160677) - Event 40
(160700, 160834) - Event 41
(160865, 160940) - Event 42
(160982, 160995) - Event 43
(161020, 161270) - Event 44
(100000, 101067) - Uncertain
(103021, 104152) - Uncertain
(108171, 108496) - Uncertain
(114794, 116012) - Uncertain
(118551, 119715) - Uncertain
(119740, 120770) - Uncertain
(121635, 122533) - Uncertain
(127247, 128608) - Uncertain
(128556, 130630) - Uncertain
(134308, 135093) - Uncertain
(138982, 139843) - Uncertain
(142040, 142904) - Uncertain
(142880, 143094) - Uncertain
(146554, 147200) - Uncertain
(147707, 148491) - Uncertain
(148683, 149823) - Uncertain
(157024, 157792) - Uncertain
(158352, 159361) - Uncertain
(159830, 160856) - Uncertain
(160226, 161351) - Uncertain
