(266802, 267462) - Event 0
(267852, 268092) - Event 1
(268632, 269502) - Event 2
(272500, 273235) - Event 3
(274135, 274839) - Event 4
(276784, 277099) - Event 5
(277175, 277835) - Event 6
(285076, 286405) - Event 7
(286568, 286614) - Event 8
(289680, 290419) - Event 9
(290518, 290915) - Event 10
(299392, 300683) - Event 11
(308471, 309461) - Event 12
(309733, 310453) - Event 13
(313213, 313925) - Event 14
(314060, 314861) - Event 15
(318563, 319246) - Event 16
(319551, 320751) - Event 17
(266502, 267642) - Uncertain
(267642, 268422) - Uncertain
(268272, 269712) - Uncertain
(272381, 273294) - Uncertain
(274075, 275200) - Uncertain
(276748, 277121) - Uncertain
(285035, 286480) - Uncertain
(286543, 286660) - Uncertain
(289320, 290476) - Uncertain
(290497, 290929) - Uncertain
(299343, 300742) - Uncertain
(308141, 309520) - Uncertain
(309643, 310783) - Uncertain
(312823, 313982) - Uncertain
(313987, 314884) - Uncertain
(318113, 319302) - Uncertain
(319351, 320811) - Uncertain
