(203445, 203770) - Event 0
(203789, 204299) - Event 1
(204686, 205102) - Event 2
(205117, 205401) - Event 3
(206035, 206455) - Event 4
(206776, 207253) - Event 5
(207268, 207388) - Event 6
(208463, 209123) - Event 7
(215723, 216443) - Event 8
(216953, 217733) - Event 9
(219692, 219750) - Event 10
(219763, 219844) - Event 11
(220298, 220438) - Event 12
(220454, 220471) - Event 13
(220490, 220726) - Event 14
(220761, 220765) - Event 15
(220779, 220826) - Event 16
(221485, 221642) - Event 17
(221654, 221662) - Event 18
(222642, 222947) - Event 19
(223337, 224027) - Event 20
(224957, 225287) - Event 21
(229895, 229909) - Event 22
(232644, 233184) - Event 23
(234774, 234874) - Event 24
(234916, 235042) - Event 25
(235062, 235074) - Event 26
(235089, 235093) - Event 27
(235104, 235108) - Event 28
(235121, 236141) - Event 29
(239601, 239687) - Event 30
(243475, 243502) - Event 31
(243542, 243602) - Event 32
(243644, 243967) - Event 33
(243979, 244125) - Event 34
(244138, 244164) - Event 35
(244229, 244237) - Event 36
(244251, 244273) - Event 37
(247453, 248023) - Event 38
(252343, 252393) - Event 39
(252491, 252781) - Event 40
(252797, 252941) - Event 41
(252952, 252994) - Event 42
(201705, 201975) - Uncertain
(203085, 204386) - Uncertain
(204596, 205454) - Uncertain
(205915, 207448) - Uncertain
(208373, 209483) - Uncertain
(211193, 211943) - Uncertain
(214643, 215423) - Uncertain
(215633, 216653) - Uncertain
(216863, 217973) - Uncertain
(219602, 219881) - Uncertain
(220148, 220885) - Uncertain
(221455, 221737) - Uncertain
(222097, 223067) - Uncertain
(223307, 224207) - Uncertain
(224807, 225647) - Uncertain
(229858, 230070) - Uncertain
(232350, 233484) - Uncertain
(234534, 236591) - Uncertain
(239573, 240385) - Uncertain
(240978, 241698) - Uncertain
(243435, 244363) - Uncertain
(247363, 248293) - Uncertain
(252073, 253065) - Uncertain
