(122613, 123293) - Event 0
(127413, 128254) - Event 1
(128257, 128700) - Event 2
(129192, 130016) - Event 3
(133011, 133605) - Event 4
(134002, 134452) - Event 5
(134997, 136898) - Event 6
(138281, 138851) - Event 7
(139953, 140763) - Event 8
(143646, 144253) - Event 9
(144600, 145276) - Event 10
(147376, 148004) - Event 11
(149484, 150320) - Event 12
(150373, 150414) - Event 13
(152351, 152735) - Event 14
(152934, 153635) - Event 15
(153402, 155558) - Event 16
(156588, 157361) - Event 17
(158075, 158828) - Event 18
(161659, 162183) - Event 19
(122602, 123685) - Uncertain
(127340, 128255) - Uncertain
(128256, 129170) - Uncertain
(129030, 130035) - Uncertain
(132954, 133775) - Uncertain
(133987, 134785) - Uncertain
(134796, 136959) - Uncertain
(138122, 138873) - Uncertain
(139512, 140818) - Uncertain
(143589, 144367) - Uncertain
(144372, 145309) - Uncertain
(147334, 148107) - Uncertain
(149483, 150324) - Uncertain
(150357, 150424) - Uncertain
(152344, 152748) - Uncertain
(152751, 153703) - Uncertain
(156468, 157421) - Uncertain
(158012, 158923) - Uncertain
(161444, 162198) - Uncertain
