(114193, 114600) - Event 0
(126668, 128378) - Event 1
(133474, 134674) - Event 2
(135064, 135664) - Event 3
(144304, 144839) - Event 4
(144838, 145563) - Event 5
(151983, 152583) - Event 6
(155583, 155793) - Event 7
(156213, 156312) - Event 8
(156353, 156485) - Event 9
(156502, 156608) - Event 10
(156631, 156649) - Event 11
(156789, 156829) - Event 12
(156839, 156981) - Event 13
(157010, 157048) - Event 14
(157055, 157123) - Event 15
(157164, 157172) - Event 16
(157203, 157296) - Event 17
(158130, 158201) - Event 18
(158311, 158349) - Event 19
(158580, 158711) - Event 20
(158875, 158886) - Event 21
(158905, 159093) - Event 22
(163143, 163724) - Event 23
(163797, 163936) - Event 24
(163992, 164265) - Event 25
(166760, 167079) - Event 26
(182799, 183330) - Event 27
(190796, 191486) - Event 28
(191726, 192296) - Event 29
(113980, 114735) - Uncertain
(126428, 128528) - Uncertain
(132878, 134764) - Uncertain
(134854, 135784) - Uncertain
(143854, 144832) - Uncertain
(144837, 145653) - Uncertain
(151923, 152763) - Uncertain
(155493, 159303) - Uncertain
(163083, 164390) - Uncertain
(166340, 167134) - Uncertain
(182743, 183433) - Uncertain
(190706, 191696) - Uncertain
(191666, 192476) - Uncertain
