(211320, 212010) - Event 0
(213480, 213818) - Event 1
(213896, 214190) - Event 2
(216440, 216560) - Event 3
(219230, 219747) - Event 4
(219760, 219854) - Event 5
(226039, 226699) - Event 6
(232099, 232729) - Event 7
(234409, 235099) - Event 8
(237829, 238399) - Event 9
(239988, 240575) - Event 10
(241415, 242045) - Event 11
(244355, 244895) - Event 12
(249785, 250265) - Event 13
(253535, 254195) - Event 14
(262265, 262996) - Event 15
(264346, 264863) - Event 16
(265015, 265571) - Event 17
(265715, 265887) - Event 18
(271620, 272400) - Event 19
(279840, 280290) - Event 20
(280434, 280562) - Event 21
(280704, 281009) - Event 22
(283225, 283548) - Event 23
(283578, 283924) - Event 24
(292161, 292821) - Event 25
(295251, 295922) - Event 26
(298477, 299087) - Event 27
(306763, 307363) - Event 28
(211260, 212130) - Uncertain
(213330, 214310) - Uncertain
(216320, 216680) - Uncertain
(219050, 219912) - Uncertain
(224539, 225199) - Uncertain
(225919, 226819) - Uncertain
(232009, 232879) - Uncertain
(234319, 235369) - Uncertain
(237709, 238519) - Uncertain
(239904, 240725) - Uncertain
(241295, 242285) - Uncertain
(244115, 245075) - Uncertain
(249665, 250355) - Uncertain
(253445, 254345) - Uncertain
(262175, 263146) - Uncertain
(264286, 265013) - Uncertain
(265014, 265959) - Uncertain
(271560, 272610) - Uncertain
(279780, 281159) - Uncertain
(283169, 283993) - Uncertain
(292101, 292911) - Uncertain
(295191, 295982) - Uncertain
(298398, 299216) - Uncertain
(306703, 307483) - Uncertain
