Full Start:30044
Full Start:34173
Full Start:37813
Full Start:39037
Full Start:42880
Full Start:46351
Full Start:55655
Full Start:58165
Full Start:58380
Full Start:61585
Full Start:64225
Full Start:64690
Full Finish:31450
Full Finish:34367
Full Finish:38078
Full Finish:40573
Full Finish:45284
Full Finish:47124
Full Finish:55862
Full Finish:58331
Full Finish:58545
Full Finish:61753
Full Finish:64367
Full Finish:67439
Partial Start:30031
Partial Start:34157
Partial Start:37034
Partial Start:39020
Partial Start:42781
Partial Start:46248
Partial Start:55642
Partial Start:58134
Partial Start:58354
Partial Start:61577
Partial Start:64195
Partial Start:64676
Partial Finish:31475
Partial Finish:34429
Partial Finish:38106
Partial Finish:40617
Partial Finish:45322
Partial Finish:47157
Partial Finish:55887
Partial Finish:58342
Partial Finish:58555
Partial Finish:62079
Partial Finish:64376
Partial Finish:67466
