(114590, 115970) - Event 0
(117380, 118130) - Event 1
(121700, 121850) - Event 2
(127220, 127850) - Event 3
(134450, 135080) - Event 4
(147890, 148220) - Event 5
(151070, 151265) - Event 6
(151319, 151471) - Event 7
(151489, 151652) - Event 8
(158072, 159062) - Event 9
(189902, 190532) - Event 10
(192422, 193082) - Event 11
(219692, 220262) - Event 12
(220430, 221090) - Event 13
(231675, 232215) - Event 14
(242535, 243105) - Event 15
(245025, 245655) - Event 16
(263235, 263955) - Event 17
(270975, 271635) - Event 18
(274365, 275355) - Event 19
(283245, 283935) - Event 20
(114500, 116030) - Uncertain
(117290, 118220) - Uncertain
(121310, 122090) - Uncertain
(127160, 127940) - Uncertain
(134420, 135200) - Uncertain
(139400, 140600) - Uncertain
(147830, 148790) - Uncertain
(150920, 151772) - Uncertain
(157982, 159332) - Uncertain
(184532, 185342) - Uncertain
(189842, 190682) - Uncertain
(192332, 193172) - Uncertain
(196502, 197402) - Uncertain
(209252, 210122) - Uncertain
(219632, 220382) - Uncertain
(220386, 221300) - Uncertain
(224240, 224355) - Uncertain
(231615, 232365) - Uncertain
(242415, 243255) - Uncertain
(244965, 245775) - Uncertain
(249465, 250185) - Uncertain
(259095, 259995) - Uncertain
(263025, 264015) - Uncertain
(270885, 271755) - Uncertain
(274305, 275445) - Uncertain
(283185, 284115) - Uncertain
(296685, 297225) - Uncertain
