Full Start:101367
Full Start:106409
Full Start:118629
Full Start:119616
Full Start:120305
Full Start:133217
Full Start:144966
Full Start:147339
Full Start:153808
Full Start:159559
Full Start:163191
Full Start:163342
Full Start:166047
Full Start:169281
Full Start:169727
Full Start:170200
Full Start:175258
Full Start:177901
Full Start:179631
Full Start:179778
Full Start:183872
Full Start:184524
Full Start:185629
Full Start:202900
Full Start:207829
Full Start:213965
Full Start:216893
Full Start:218369
Full Start:221775
Full Start:222918
Full Start:223963
Full Start:227019
Full Start:231363
Full Start:236920
Full Start:242250
Full Start:243780
Full Start:246133
Full Start:252729
Full Start:257391
Full Start:267482
Full Start:275183
Full Start:283975
Full Start:284833
Full Start:287817
Full Start:291610
Full Finish:101433
Full Finish:106480
Full Finish:118667
Full Finish:119699
Full Finish:120345
Full Finish:133492
Full Finish:145123
Full Finish:147508
Full Finish:153879
Full Finish:159793
Full Finish:163255
Full Finish:163399
Full Finish:166278
Full Finish:169364
Full Finish:169894
Full Finish:170409
Full Finish:175597
Full Finish:178058
Full Finish:179697
Full Finish:179880
Full Finish:184117
Full Finish:185000
Full Finish:185776
Full Finish:203103
Full Finish:207953
Full Finish:214179
Full Finish:217041
Full Finish:218579
Full Finish:222715
Full Finish:223145
Full Finish:224617
Full Finish:227191
Full Finish:231590
Full Finish:237131
Full Finish:242383
Full Finish:243972
Full Finish:246365
Full Finish:252957
Full Finish:257562
Full Finish:267991
Full Finish:275423
Full Finish:284172
Full Finish:285140
Full Finish:288445
Full Finish:291840
Partial Start:101364
Partial Start:106406
Partial Start:118627
Partial Start:119607
Partial Start:120299
Partial Start:133214
Partial Start:144964
Partial Start:147334
Partial Start:153802
Partial Start:159555
Partial Start:163188
Partial Start:163340
Partial Start:166044
Partial Start:169279
Partial Start:169722
Partial Start:170155
Partial Start:175256
Partial Start:177853
Partial Start:179628
Partial Start:179742
Partial Start:183836
Partial Start:184521
Partial Start:185577
Partial Start:202897
Partial Start:207826
Partial Start:213948
Partial Start:216861
Partial Start:218363
Partial Start:221756
Partial Start:222916
Partial Start:223961
Partial Start:227014
Partial Start:231315
Partial Start:236917
Partial Start:242237
Partial Start:243743
Partial Start:246131
Partial Start:252724
Partial Start:257389
Partial Start:267450
Partial Start:275181
Partial Start:283972
Partial Start:284826
Partial Start:287769
Partial Start:291601
Partial Finish:101446
Partial Finish:106593
Partial Finish:118672
Partial Finish:119711
Partial Finish:120381
Partial Finish:133588
Partial Finish:145156
Partial Finish:147558
Partial Finish:153892
Partial Finish:159857
Partial Finish:163288
Partial Finish:163434
Partial Finish:166281
Partial Finish:169369
Partial Finish:169931
Partial Finish:170419
Partial Finish:175709
Partial Finish:178106
Partial Finish:179732
Partial Finish:179945
Partial Finish:184152
Partial Finish:185065
Partial Finish:185783
Partial Finish:203135
Partial Finish:207960
Partial Finish:214212
Partial Finish:217092
Partial Finish:218627
Partial Finish:222754
Partial Finish:223177
Partial Finish:224627
Partial Finish:227200
Partial Finish:231625
Partial Finish:237179
Partial Finish:242431
Partial Finish:243982
Partial Finish:246397
Partial Finish:252989
Partial Finish:257610
Partial Finish:268023
Partial Finish:275457
Partial Finish:284207
Partial Finish:285172
Partial Finish:288455
Partial Finish:291890
