Full Start:190028
Full Start:190079
Full Start:190152
Full Start:190186
Full Start:190204
Full Start:190283
Full Start:190358
Full Start:190387
Full Start:190411
Full Start:190590
Full Start:190636
Full Start:190654
Full Start:190753
Full Start:190950
Full Start:191042
Full Start:191094
Full Start:191162
Full Start:191242
Full Start:191340
Full Start:191374
Full Start:191514
Full Start:191542
Full Start:191560
Full Start:191689
Full Start:191699
Full Start:191757
Full Start:191780
Full Start:191829
Full Start:191912
Full Start:191955
Full Start:191996
Full Start:192000
Full Start:192123
Full Start:192134
Full Start:192363
Full Start:192419
Full Start:192557
Full Start:192568
Full Start:192643
Full Start:192650
Full Start:192731
Full Start:192834
Full Start:192882
Full Start:192951
Full Start:193020
Full Start:193074
Full Start:193185
Full Start:193413
Full Start:193431
Full Start:193478
Full Start:193521
Full Start:193543
Full Start:193559
Full Start:193612
Full Start:193627
Full Start:193640
Full Start:193721
Full Start:193755
Full Start:193770
Full Start:193810
Full Start:193919
Full Start:194059
Full Start:194200
Full Start:194368
Full Start:194579
Full Start:194732
Full Start:194765
Full Start:194840
Full Start:194874
Full Start:194926
Full Start:195282
Full Start:195431
Full Start:195474
Full Start:195544
Full Start:195622
Full Start:195826
Full Start:195882
Full Start:195935
Full Start:195956
Full Start:196001
Full Start:196059
Full Start:196274
Full Start:196321
Full Start:196387
Full Start:196395
Full Start:196416
Full Start:196510
Full Start:196539
Full Start:196658
Full Start:196669
Full Start:196677
Full Start:196783
Full Start:196832
Full Start:196861
Full Start:197036
Full Start:197255
Full Start:197284
Full Start:197369
Full Start:197449
Full Start:197506
Full Start:197526
Full Start:197593
Full Start:197728
Full Start:197812
Full Start:198082
Full Start:198146
Full Start:198223
Full Start:198337
Full Start:198384
Full Start:198425
Full Start:198629
Full Start:198884
Full Start:198976
Full Start:199037
Full Start:199228
Full Start:199245
Full Start:199336
Full Start:199392
Full Start:199496
Full Start:199671
Full Start:199965
Full Start:199973
Full Start:199985
Full Finish:190032
Full Finish:190084
Full Finish:190158
Full Finish:190189
Full Finish:190211
Full Finish:190289
Full Finish:190372
Full Finish:190391
Full Finish:190490
Full Finish:190602
Full Finish:190642
Full Finish:190659
Full Finish:190758
Full Finish:190954
Full Finish:191047
Full Finish:191101
Full Finish:191167
Full Finish:191248
Full Finish:191345
Full Finish:191381
Full Finish:191521
Full Finish:191546
Full Finish:191569
Full Finish:191695
Full Finish:191709
Full Finish:191766
Full Finish:191788
Full Finish:191834
Full Finish:191929
Full Finish:191962
Full Finish:191997
Full Finish:192010
Full Finish:192129
Full Finish:192138
Full Finish:192368
Full Finish:192443
Full Finish:192564
Full Finish:192572
Full Finish:192645
Full Finish:192666
Full Finish:192751
Full Finish:192838
Full Finish:192923
Full Finish:192959
Full Finish:193036
Full Finish:193079
Full Finish:193194
Full Finish:193419
Full Finish:193437
Full Finish:193485
Full Finish:193527
Full Finish:193550
Full Finish:193568
Full Finish:193616
Full Finish:193632
Full Finish:193649
Full Finish:193729
Full Finish:193762
Full Finish:193777
Full Finish:193816
Full Finish:193924
Full Finish:194068
Full Finish:194206
Full Finish:194373
Full Finish:194589
Full Finish:194738
Full Finish:194770
Full Finish:194848
Full Finish:194879
Full Finish:194930
Full Finish:195287
Full Finish:195454
Full Finish:195490
Full Finish:195550
Full Finish:195628
Full Finish:195859
Full Finish:195884
Full Finish:195942
Full Finish:195961
Full Finish:196007
Full Finish:196070
Full Finish:196292
Full Finish:196326
Full Finish:196388
Full Finish:196402
Full Finish:196427
Full Finish:196515
Full Finish:196546
Full Finish:196662
Full Finish:196670
Full Finish:196683
Full Finish:196791
Full Finish:196838
Full Finish:196867
Full Finish:197039
Full Finish:197260
Full Finish:197290
Full Finish:197374
Full Finish:197454
Full Finish:197511
Full Finish:197531
Full Finish:197605
Full Finish:197752
Full Finish:197828
Full Finish:198089
Full Finish:198153
Full Finish:198230
Full Finish:198343
Full Finish:198395
Full Finish:198432
Full Finish:198634
Full Finish:198889
Full Finish:198981
Full Finish:199043
Full Finish:199233
Full Finish:199253
Full Finish:199342
Full Finish:199398
Full Finish:199503
Full Finish:199678
Full Finish:199967
Full Finish:199979
Full Finish:199999
Partial Start:190027
Partial Start:190078
Partial Start:190151
Partial Start:190185
Partial Start:190203
Partial Start:190282
Partial Start:190357
Partial Start:190386
Partial Start:190410
Partial Start:190589
Partial Start:190635
Partial Start:190653
Partial Start:190752
Partial Start:190949
Partial Start:191041
Partial Start:191093
Partial Start:191161
Partial Start:191241
Partial Start:191339
Partial Start:191373
Partial Start:191513
Partial Start:191541
