Full Start:470792
Full Start:471508
Full Start:482361
Full Start:489794
Full Start:491313
Full Start:499438
Full Start:518611
Full Start:523661
Full Start:529428
Full Start:535523
Full Start:537865
Full Start:546549
Full Start:563450
Full Start:569717
Full Start:574313
Full Start:581350
Full Finish:470853
Full Finish:471781
Full Finish:482414
Full Finish:490390
Full Finish:491353
Full Finish:499572
Full Finish:518786
Full Finish:523787
Full Finish:529486
Full Finish:535661
Full Finish:537998
Full Finish:546719
Full Finish:563569
Full Finish:569783
Full Finish:574408
Full Finish:581593
Partial Start:470750
Partial Start:471490
Partial Start:482323
Partial Start:489734
Partial Start:491276
Partial Start:499426
Partial Start:518556
Partial Start:523640
Partial Start:529418
Partial Start:535513
Partial Start:537847
Partial Start:546537
Partial Start:563437
Partial Start:569700
Partial Start:574274
Partial Start:581286
Partial Finish:470903
Partial Finish:471856
Partial Finish:482464
Partial Finish:490465
Partial Finish:491356
Partial Finish:499577
Partial Finish:518861
Partial Finish:523837
Partial Finish:529561
Partial Finish:535711
Partial Finish:538073
Partial Finish:546769
Partial Finish:563644
Partial Finish:569858
Partial Finish:574483
Partial Finish:581694
