Full Start:110911
Full Start:115188
Full Start:124410
Full Start:126539
Full Start:129352
Full Start:129723
Full Start:131029
Full Start:133360
Full Start:135638
Full Start:138121
Full Start:143515
Full Start:147018
Full Start:147849
Full Start:153850
Full Start:158470
Full Start:160732
Full Start:161074
Full Start:161499
Full Start:167530
Full Start:174358
Full Start:181340
Full Start:183742
Full Start:185785
Full Start:188248
Full Start:192622
Full Start:193967
Full Start:194910
Full Start:197192
Full Start:197652
Full Start:199553
Full Finish:111202
Full Finish:115345
Full Finish:124814
Full Finish:126918
Full Finish:129649
Full Finish:130060
Full Finish:131684
Full Finish:133715
Full Finish:136043
Full Finish:138630
Full Finish:143833
Full Finish:147368
Full Finish:148190
Full Finish:154608
Full Finish:158790
Full Finish:161057
Full Finish:161469
Full Finish:161821
Full Finish:167910
Full Finish:174985
Full Finish:181722
Full Finish:184052
Full Finish:186124
Full Finish:188906
Full Finish:192931
Full Finish:194230
Full Finish:195361
Full Finish:197497
Full Finish:197943
Full Finish:199925
Partial Start:110905
Partial Start:115186
Partial Start:124394
Partial Start:126528
Partial Start:129348
Partial Start:129712
Partial Start:131022
Partial Start:133351
Partial Start:135634
Partial Start:138117
Partial Start:143499
Partial Start:147005
Partial Start:147847
Partial Start:153848
Partial Start:158460
Partial Start:160725
Partial Start:161071
Partial Start:161477
Partial Start:167526
Partial Start:174345
Partial Start:181336
Partial Start:183740
Partial Start:185778
Partial Start:188234
Partial Start:192618
Partial Start:193919
Partial Start:194903
Partial Start:197188
Partial Start:197649
Partial Start:199543
Partial Finish:111206
Partial Finish:115355
Partial Finish:124816
Partial Finish:126934
Partial Finish:129657
Partial Finish:130091
Partial Finish:131693
Partial Finish:133748
Partial Finish:136050
Partial Finish:138644
Partial Finish:143844
Partial Finish:147382
Partial Finish:148203
Partial Finish:154620
Partial Finish:158816
Partial Finish:161070
Partial Finish:161476
Partial Finish:161842
Partial Finish:167925
Partial Finish:174997
Partial Finish:181820
Partial Finish:184062
Partial Finish:186136
Partial Finish:188931
Partial Finish:192944
Partial Finish:194234
Partial Finish:195428
Partial Finish:197503
Partial Finish:197950
Partial Finish:199930
